Klagenummer,AZ VG,Eingang,Land,Vertretung,Klagegrund,Zusatz,Datum VG,OVG Geschäftszeichen,Datum OVG,PKH Geschäftszeichen,Datum PKH,BVerwG Geschäftszeichen,Datum BVerwG
46632,VG 02 K 0084.17 V,5/18/2017,Serbien,Belgrad,FZ-E,SE,11/28/2018,,,,,,
46631,VG 24 K 1004.17 V,5/18/2017,Serbien,Belgrad,FZ-E,SE,7/11/2018,,,,,,
46630,VG 01 K 0317.17 V,5/18/2017,Nigeria,Lagos,FZ-E,SE,6/6/2018,,,,,,
46629,VG 01 K 0320.17 V,5/18/2017,Pakistan,Islamabad,BES,,7/16/2018,,,,,,
46628,VG 01 K 0311.17 V,5/18/2017,Kamerun,Jaunde,BES,,8/9/2017,,,,,,
46627,VG 36 K 0337.17 V,5/18/2017,Pakistan,Islamabad,BES,,6/8/2017,,,,,,
46626,VG 02 K 0079.17 V,5/17/2017,Syrien,Kairo,FZ-F,,1/26/2018,,,,,,
46625,VG 02 K 0080.17 V,5/17/2017,Syrien,Kairo,FZ-F,,9/22/2017,,,,,,
46624,VG 24 K 1006.17 V,5/17/2017,Benin,Cotonou,BES,,7/17/2017,,,,,,
46623,VG 36 K 0302.17 V,5/17/2017,Irak,Ankara,FZ-E,,4/23/2018,,,,,,
46622,VG 02 K 0081.17 V,5/17/2017,Syrien,Kairo,FZ-E,,9/22/2017,,,,,,
46621,VG 02 K 0082.17 V,5/17/2017,Türkei,Ankara,BES,,1/5/2018,,,,,,
46620,VG 24 K 1008.17 V,5/17/2017,Syrien,Beirut,BES,,5/18/2017,,,,,,
46619,VG 27 K 0289.17 V,5/17/2017,Dominikanische Republik,Santo Domingo,FZ-E,Dt,7/16/2018,,,,,,
46618,VG 27 K 0285.17 V,5/17/2017,Philippinen,Manila,FZ-E,§ 29 II,10/19/2017,OVG 02 B 022.17,2/12/2018,,,,
46617,VG 22 K 0415.17 V,5/17/2017,Pakistan,Islamabad,FZ-F,§ 36 II,,,,,,,
46616,VG 22 K 0421.17 V,5/16/2017,Syrien,Amman,BES,,9/12/2017,,,,,,
46615,VG 22 K 0404.17 V,5/16/2017,Kenia,Nairobi,BES,,3/9/2018,OVG 03 N 120.18,,,,,
46614,VG 28 K 0125.17 V,5/16/2017,Pakistan,Islamabad,FZ-K,LU,,,,,,,
46613,VG 22 K 0414.17 V,5/16/2017,Usbekistan,Taschkent,FZ-F,§ 36 II,11/26/2018,,,,,,
46612,VG 28 K 0123.17 V,5/16/2017,Libanon,Beirut,BES,,12/4/2018,,,,,,
46611,VG 29 K 0491.17 V,5/16/2017,Libanon,Beirut,FZ-E,LU,6/14/2018,,,,,,
46610,VG 28 K 0119.17 V,5/16/2017,Tunesien,Tunis,FZ-E,SE,10/27/2017,,,,,,
46609,VG 36 K 0297.17 V,5/16/2017,Syrien,Kuwait,FZ-E/K,,6/19/2019,,,,,,
46608,VG 28 K 0120.17 V,5/16/2017,Indien,Rom,FZ-E,SE,2/20/2018,,,,,,
46607,VG 36 K 0294.17 V,5/16/2017,Philippinen,Manila,BES,,5/22/2018,,,,,,
46606,VG 28 K 0118.17 V,5/16/2017,Pakistan,Islamabad,BES,,9/22/2017,,,,,,
46605,VG 28 K 0124.17 V,5/16/2017,Pakistan,Islamabad,FZ-F,LU,4/12/2018,,,,,,
46604,VG 16 K 0484.17 V,5/16/2017,Pakistan,Islamabad,BES,,12/13/2017,,,,,,
46603,VG 16 K 0489.17 V,5/16/2017,Sri Lanka,Colombo,FZ-E,LU,12/1/2017,,,,,,
46602,VG 29 K 0493.17 V,5/16/2017,Irak,Ankara,FZ-K,,9/29/2017,,,,,,
46601,VG 29 L 0492.17 V,5/16/2017,Irak,Ankara,FZ-K,§ 36 II,6/6/2017,OVG 03 S 047.17,,OVG 03 M 083.17,,,
46600,VG 01 L 0316.17 V,5/15/2017,Irak,Ankara,FZ-F,,6/6/2017,,,,,,
46599,VG 01 L 0318.17 V,5/15/2017,Kamerun,Jaunde,FZ-E,Eheschl,6/30/2017,,,,,,
46598,VG 36 K 0292.17 V,5/15/2017,Guinea,Conakry,BES,EU,3/27/2018,OVG 03 N 139.18,,,,,
46597,VG 36 L 0291.17 V,5/15/2017,Guinea,Conakry,BES,EU,6/6/2017,OVG 03 S 043.17,6/28/2017,OVG 02 M 082.17,6/28/2017,,
46596,VG 23 K 0374.17 V,5/15/2017,Syrien,Beirut,FZ-E,,4/13/2018,,,,,,
46595,VG 23 K 0368.17 V,5/15/2017,Jemen,Amman,BES,,8/9/2017,,,,,,
46594,VG 24 K 1001.17 V,5/15/2017,Afghanistan,Kabul,FZ-K,,3/19/2018,OVG 06 N 027.18,8/17/2018,,,,
46593,VG 24 K 1003.17 V,5/15/2017,Kosovo,Pristina,EWT,§ 26 II BV,9/25/2017,,,,,,
46592,VG 26 K 0470.17 V,5/15/2017,Türkei,Ankara,FZ-E,Dt,11/14/2017,,,,,,
46591,VG 22 K 0418.17 V,5/15/2017,Jordanien,Amman,FZ-E,,5/31/2018,,,,,,
46591,VG 22 K 0418.17 V,5/15/2017,Jordanien,Amman,FZ-E,,6/11/2018,,,,,,
46590,VG 36 K 0300.17 V,5/15/2017,Pakistan,Karachi,BES,,9/14/2017,OVG 02 N 066.17,3/27/2018,,,,
46589,VG 36 K 0296.17 V,5/15/2017,Iran,Teheran,BES,,12/4/2018,,,,,,
46588,VG 22 K 0407.17 V,5/15/2017,Ägypten,Kairo,FZ-E,SE,10/9/2017,,,,,,
46587,VG 36 K 0299.17 V,5/15/2017,Serbien,Belgrad,FZ-E,,5/9/2018,,,,,,
46586,VG 36 K 0301.17 V,5/15/2017,Marokko,Rabat,BES,,1/25/2018,,,,,,
46585,VG 22 K 0416.17 V,5/15/2017,Syrien,Kairo,FZ-E/K,,1/29/2019,,,,,,
46584,VG 22 K 0411.17 V,5/15/2017,Äthiopien,Addis Abeba,FZ-E,,9/12/2018,,,,,,
46583,VG 22 K 0410.17 V,5/15/2017,Marokko,Rabat,FZ-E,LU,7/5/2018,,,,,,
46582,VG 29 K 0488.17 V,5/15/2017,Kamerun,Jaunde,EWT,Ausbildung,3/20/2018,,,,,,
46581,VG 16 K 0490.17 V,5/15/2017,Marokko,Rabat,FZ-E,SE,9/11/2017,,,,,,
46580,VG 28 K 0121.17 V,5/15/2017,Nigeria,Lagos,FZ-E,SE,1/15/2018,,,,,,
46579,VG 29 K 0489.17 V,5/15/2017,Kuwait,Kuwait,BES,,10/4/2017,,,,,,
46578,VG 29 K 0487.17 V,5/15/2017,Kamerun,Jaunde,EWT,Ausbildung,6/13/2018,,,,,,
46577,VG 36 L 0305.17 V,5/15/2017,Pakistan,Islamabad,BES,,6/12/2017,,,,,,
46576,VG 23 K 0371.17 V,5/11/2017,Afghanistan,Dubai,BES,,7/20/2017,,,,,,
46575,VG 23 K 0372.17 V,5/11/2017,Türkei,Izmir,FZ-F,§ 36 II,9/28/2018,OVG 11 N 089.18,5/3/2019,,,,
46574,VG 23 K 0373.17 V,5/11/2017,Tunesien,Tunis,FZ-E,SE,5/4/2018,,,,,,
46573,VG 23 K 0377.17 V,5/11/2017,Ägypten,Kairo,SPR,,5/23/2017,,,,,,
46572,VG 29 K 0490.17 V,5/11/2017,Philippinen,Manila,BES,,11/23/2017,,,,,,
46571,VG 26 K 0465.17 V,5/11/2017,Russland,Jekaterinburg,BES,,4/30/2018,,,,,,
46570,VG 28 K 0117.17 V,5/11/2017,Pakistan,Islamabad,BES,,8/14/2017,,,,,,
46569,VG 22 L 0417.17 V,5/11/2017,Ukraine,Kiew,BES,,5/23/2017,,,,,,
46568,VG 16 K 0486.17 V,5/11/2017,Serbien,Belgrad,EWT,§ 26 II BV,9/19/2017,,,,,,
46567,VG 23 K 0378.17 V,5/11/2017,Benin,Cotonou,FZ-E,SE,4/4/2018,OVG 03 N 144.18,6/28/2018,,,,
46566,VG 23 K 0379.17 V,5/11/2017,Syrien,Beirut,FZ-F,§ 36 II Terminklage,6/29/2017,,,,,,
46566,VG 23 K 0379.17 V,5/11/2017,Syrien,Beirut,FZ-F,§ 36 II Terminklage,7/12/2019,,,,,,
46565,VG 19 K 0436.17 V,5/11/2017,Bosnien und Herzegowina,Sarajewo,FZ-E/K,,8/29/2017,,,,,,
46564,VG 19 K 0435.17 V,5/10/2017,Syrien,Dubai,FZ-E,LU,11/8/2017,,,,,,
46563,VG 19 K 0367.18 V,5/10/2017,Irak,Amman,FZ-F,SUB,6/11/2018,,,,,,
46563,VG 19 K 0367.18 V,5/10/2017,Irak,Amman,FZ-F,SUB,11/6/2018,,,,,,
46563,VG 19 K 0367.18 V,5/10/2017,Irak,Amman,FZ-F,SUB,4/24/2019,,,,,,
46562,VG 27 K 0282.17 V,5/10/2017,Syrien,Amman,FZ-F,§ 36 II,12/21/2020,,,,,,
46561,VG 27 L 0284.17 V,5/10/2017,Philippinen,Manila,BES,,8/11/2017,,,,,,
46560,VG 27 K 0287.17 V,5/10/2017,Irak,Ankara,FZ-F,§ 36 II,1/25/2019,,,,,,
46559,VG 26 K 0472.17 V,5/10/2017,Bosnien und Herzegowina,Sarajewo,FZ-F,"§ 36 II, Wdk",5/8/2018,,,,,,
46558,VG 27 K 0288.17 V,5/10/2017,Iran,Teheran,BES,,5/15/2017,,,,,,
46557,VG 27 K 0286.17 V,5/10/2017,Kosovo,Pristina,EWT,§ 26 II BV,6/2/2017,,,,,,
46556,VG 15 K 0316.17 V,5/9/2017,Syrien,Istanbul,FZ-F,,3/20/2018,,,,,,
46555,VG 26 K 0466.17 V,5/9/2017,Somalia,Kairo,FZ-E,,4/11/2018,,,,,,
46554,VG 26 K 0471.17 V,5/9/2017,Syrien,Istanbul,FZ-F,,7/6/2017,,,,,,
46553,VG 26 K 0469.17 V,5/9/2017,Sri Lanka,Colombo,FZ-E,Dt,6/1/2017,,,,,,
46552,VG 27 K 0281.17 V,5/9/2017,Marokko,Rabat,BES,,5/15/2017,,,,,,
46551,VG 26 K 0764.17 V,5/9/2017,Syrien,Kairo,FZ-E,,8/25/2017,,,,,,
46550,VG 21 K 0531.17 V,5/9/2017,Marokko,Rabat,FZ-E,UT,4/23/2018,,,,,,
46549,VG 14 K 0486.17 V,5/9/2017,Kosovo,Pristina,EWT,UT,11/15/2017,OVG 12 B 029.17,8/2/2018,,,,
46548,VG 27 K 0283.17 V,5/9/2017,Marokko,Rabat,BES,,8/24/2017,,,,,,
46547,VG 26 K 0473.17 V,5/9/2017,Türkei,Izmir,WDK,,4/9/2018,,,,,,
46546,VG 26 K 0476.17 V,5/9/2017,Syrien,Kairo,FZ-E,,4/9/2018,,,,,,
46545,VG 26 K 0474.17 V,5/9/2017,Irak,Erbil,BES,,5/16/2017,,,,,,
46544,VG 09 K 0353.17 V,5/8/2017,Syrien,Amman,FZ-E,,12/12/2017,,,,,,
46543,VG 26 L 0290.17 V,5/8/2017,Iran,Teheran,BES,,5/11/2017,,,,,,
46542,VG 15 K 0315.17 V,5/8/2017,Ukraine,Kiew,FZ-E,"LU, 29 III",8/14/2018,,,,,,
46541,VG 18 K 0262.17 V,5/8/2017,Syrien,Beirut,FZ-E,,9/25/2017,,,,,,
46540,VG 23 L 0370.17 V,5/5/2017,Syrien,Beirut,FZ-K,,5/8/2017,OVG 03 S 033.17,5/11/2017,,,,
46539,VG 23 K 0369.17 V,5/5/2017,Irak,Ankara,FZ-F,,11/6/2017,,,,,,
46538,VG 19 K 0438.17 V,5/5/2017,Syrien,Istanbul,FZ-K,,9/8/2017,,,,,,
46537,VG 18 K 0267.17 V,5/4/2017,Kosovo,Pristina,EWT,§ 26 II BV,9/29/2017,,,,,,
46536,VG 18 K 0260.17 V,5/4/2017,Kosovo,Pristina,EWT,§ 26 II BV,12/20/2018,,,,,,
46535,VG 18 K 0256.17 V,5/4/2017,Algerien,Algier,FZ-E,SE,7/18/2018,,,,,,
46534,VG 18 K 0268.17 V,5/4/2017,Syrien,Moskau,FZ-E/K,"29II2,2",7/25/2018,OVG 03 N 253.18,10/5/2018,,,,
46533,VG 14 K 0487.17 V,5/4/2017,Syrien,Ankara,FZ-E/K,VIK,1/19/2018,,,,,,
46532,VG 14 K 0489.17 V,5/4/2017,Ukraine,Kiew,SPR,,2/9/2018,,,,,,
46531,VG 14 K 0490.17 V,5/4/2017,Pakistan,Rom,FZ-E,SE Ausw,8/24/2018,OVG 02 N 107.18,5/10/2019,,,,
46530,VG 14 K 0492.17 V,5/4/2017,Marokko,Rabat,FZ-E,SE,5/30/2018,OVG 12 N 141.18,8/7/2019,,,,
46529,VG 21 K 0533.17 V,5/4/2017,China,Shanghai,BES,,9/20/2018,,,,,,
46528,VG 21 K 0541.17 V,5/4/2017,Albanien,Tirana,EWT,§ 26 II BV,11/13/2017,,,,,,
46527,VG 21 K 0535.17 V,5/4/2017,Afghanistan,Kabul,FZ-F,§ 36 II,4/17/2018,,,,,,
46526,VG 21 K 0536.17 V,5/4/2017,China,Shanghai,BES,,9/20/2018,,,,,,
46525,VG 21 L 0530.17 V,5/3/2017,Syrien,Beirut,FZ-F,SUB,7/7/2017,OVG 03 S 052.17,9/19/2017,OVG 3 M 93.17,9/19/2017,,
46524,VG 21 K 0532.17 V,5/3/2017,Marokko,Rabat,BES,,6/9/2017,,,,,,
46523,VG 16 L 0487.17 V,5/3/2017,Sudan,Khartoum,FZ-E/K,,9/12/2017,,,,,,
46522,VG 21 K 0538.17 V,5/3/2017,Kosovo,Pristina,BES,,8/18/2017,,,,,,
46521,VG 21 K 0537.17 V,5/3/2017,Albanien,Tirana,EWT,§ 26 II BV,1/17/2019,,,,,,
46520,VG 21 K 0539.17 V,5/3/2017,Syrien,Amman,FZ-K,,2/6/2019,,,,,,
46519,VG 18 K 0263.17 V,5/3/2017,Staatenlos,Beirut,FZ-E,§ 29 II 2 Nr. 2,12/7/2017,,,,,,
46518,VG 18 K 0264.17 V,5/3/2017,Libanon,Beirut,BES,,10/10/2018,OVG 03 N 301.18,1/14/2019,,,,
46517,VG 19 K 0430.17 V,5/3/2017,Thailand,Bangkok,BES,,10/10/2017,,,,,,
46517,VG 19 K 0430.17 V,5/3/2017,Thailand,Bangkok,BES,,1/29/2018,,,,,,
46516,VG 28 L 0113.17 V,5/3/2017,Albanien,Tirana,EWT,§ 26 II BV,,OVG 02 S 015.17,6/22/2017,,,,
46515,VG 24 K 1002.17 V,5/2/2017,Eritrea,Tel Aviv,FZ-E,,11/1/2017,,,,,,
46514,VG 24 K 1007.17 V,5/2/2017,Eritrea,Tel Aviv,FZ-E,,10/30/2017,,,,,,
46513,VG 16 K 0488.17 V,5/2/2017,Türkei,Ankara,BES,,11/20/2018,,,,,,
46512,VG 18 K 0258.17 V,5/2/2017,Vietnam,Hanoi,FZ-K,URK,5/29/2019,,,,,,
46511,VG 15 K 0312.17 V,5/2/2017,Somalia,Nairobi,FZ-E,,4/20/2018,,,,,,
46510,VG 14 K 0496.17 V,5/2/2017,Kosovo,Pristina,FZ-E,SE,4/10/2018,,,,,,
46509,VG 14 K 0494.17 V,5/2/2017,Libanon,Beirut,FZ-E,,11/15/2017,,,,,,
46508,VG 18 K 0261.17 V,5/2/2017,Nordmazedonien,Skopje,FZ-E/K,LU,6/21/2019,,,,,,
46507,VG 13 K 0242.17 V,4/28/2017,Russland,Moskau,BES,,11/16/2017,,,,,,
46506,VG 13 L 0232.17 V,4/28/2017,Russland,Moskau,BES,,5/15/2017,,,,,,
46505,VG 14 K 0497.17 V,4/28/2017,Albanien,Tirana,NZ-G,,7/7/2017,,,,,,
46504,VG 14 K 0493.17 V,4/28/2017,Türkei,Ankara,BES,,11/20/2018,,,,,,
46503,VG 14 K 0488.17 V,4/28/2017,Türkei,Ankara,FZ-F,§ 36 II,10/19/2017,,,,,,
46502,VG 19 L 0427.17 V,4/28/2017,Syrien,Kairo,FZ-F,"§ 29 II 2,2",5/24/2017,,,,,,
46501,VG 18 K 0269.17 V,4/27/2017,Syrien,Beirut,FZ-F,,11/15/2017,,,,,,
46500,VG 18 L 0271.17 V,4/27/2017,Syrien,Beirut,FZ-K,,6/20/2017,OVG 03 S 049.17,8/28/2017,OVG 03 M 088.17,8/28/2017,,
46499,VG 15 K 0313.17 V,4/27/2017,Iran,Teheran,BES,,5/26/2017,,,,,,
46498,VG 15 K 0311.17 V,4/27/2017,Vietnam,Hanoi,FZ-E,SE,1/15/2018,,,,,,
46497,VG 15 K 0314.17 V,4/27/2017,Ägypten,Kairo,FZ-E,§ 29 II,3/26/2018,,,OVG 03 M 009.18,2/1/2018,,
46496,VG 15 K 0307.17 V,4/27/2017,Sudan,Khartoum,FZ-F,§ 36 II,11/26/2019,,,,,,
46495,VG 10 K 0456.17 V,4/27/2017,Türkei,Ankara,FZ-E,LU § 29 II 2 2,5/7/2018,,,,,,
46494,VG 15 K 0309.17 V,4/27/2017,Türkei,Ankara,BES,,5/30/2017,,,,,,
46493,VG 19 K 0431.17 V,4/27/2017,Ghana,Accra,BES,,7/3/2018,,,,,,
46492,VG 19 L 0424.17 V,4/27/2017,Ghana,Accra,BES,,5/15/2017,,,,,,
46491,VG 19 K 0433.17 V,4/27/2017,Syrien,Istanbul,FZ-K,,5/24/2017,,,,,,
46490,VG 19 L 0432.17 V,4/27/2017,Syrien,Istanbul,FZ-K,,5/24/2017,,,,,,
46489,VG 12 K 0141.17 V,4/26/2017,Türkei,Ankara,EWT,EWTse,6/28/2018,,,,,,
46488,VG 12 K 0150.17 V,4/26/2017,Kosovo,Pristina,EWT,§ 26 II BV,11/17/2017,,,,,,
46487,VG 15 K 0310.17 V,4/26/2017,Marokko,Rabat,BES,,7/10/2017,,,,,,
46486,VG 12 K 0149.17 V,4/26/2017,Tansania,Daressalam,BES,,6/25/2018,,,,,,
46485,VG 09 K 0219.17 V,4/25/2017,Türkei,Ankara,FZ-K,SorgeR,5/18/2018,,,,,,
46484,VG 12 K 0151.17 V,4/25/2017,Russland,Moskau,FZ-E,SE,9/22/2017,,,,,,
46483,VG 30 K 0172.17 V,4/25/2017,Syrien,Riad,FZ-E/K,,10/31/2018,,,,,,
46482,VG 12 K 0144.17 V,4/24/2017,Iran,Teheran,FZ-E,UT,9/18/2017,,,,,,
46481,VG 12 K 0147.17 V,4/24/2017,China,Shenyang,FZ-E,Dt,11/9/2017,,,,,,
46480,VG 08 K 0186.17 V,4/24/2017,Syrien,Amman,FZ-E,,1/2/2018,,,,,,
46479,VG 11 K 0237.17 V,4/24/2017,Pakistan,Islamabad,BES,,9/12/2017,,,,,,
46478,VG 11 K 0242.17 V,4/24/2017,Kosovo,Pristina,EWT,§ 26 II BV,10/4/2017,,,,,,
46477,VG 11 K 0243.17 V,4/24/2017,Kosovo,Pristina,EWT,§ 26 II BV,11/30/2017,,,,,,
46476,VG 12 K 0139.17 V,4/24/2017,Türkei,Ankara,FZ-E,LU; Dt,7/27/2017,,,,,,
46475,VG 11 K 0241.17 V,4/21/2017,Syrien,Beirut,FZ-K,,6/27/2017,,,,,,
46474,VG 11 L 0240.17 V,4/21/2017,Syrien,Beirut,FZ-K,§ 36 II,5/11/2017,,,,,,
46473,VG 11 K 0233.17 V,4/21/2017,Afghanistan,Kabul,FZ-E,LU,11/3/2017,,,,,,
46472,VG 08 K 0180.17 V,4/21/2017,Sri Lanka,Colombo,FZ-E,Dt,10/19/2017,OVG 02 N 082.17,1/15/2018,,,,
46471,VG 08 K 0176.17 V,4/21/2017,Albanien,Tirana,FZ-E,UT; Ausw.,10/27/2017,,,,,,
46470,VG 08 K 0178.17 V,4/21/2017,Nigeria,Lagos,FZ-E,SE,2/28/2018,,,,,,
46469,VG 12 K 0142.17 V,4/21/2017,Libanon,Beirut,FZ-E,LU,2/16/2018,,,,,,
46468,VG 12 K 0136.17 V,4/21/2017,Kosovo,Pristina,EWT,§ 26 II BV,,,,,,,
46467,VG 12 K 0140.17 V,4/21/2017,Türkei,Ankara,FZ-E,LU,6/25/2018,,,,,,
46466,VG 09 K 0226.17 V,4/21/2017,Marokko,Rabat,BES,,1/16/2018,,,,,,
46465,VG 11 K 0232.17 V,4/21/2017,Albanien,Tirana,EWT,§ 26 II BV,12/15/2017,,,,,,
46464,VG 11 K 0235.17 V,4/21/2017,Pakistan,Islamabad,BES,,8/16/2017,,,,,,
46463,VG 10 K 0431.17 V,4/21/2017,Togo,Lomé,BES,,8/1/2017,,,,,,
46462,VG 08 K 0177.17 V,4/21/2017,Bangladesch,Dhaka,FZ-F,§ 36 II,11/6/2017,,,,,,
46461,VG 10 K 0408.17 V,4/21/2017,Albanien,Tirana,EWT,§ 26 II BV,5/20/2017,,,,,,
46460,VG 06 K 0342.17 V,4/20/2017,Guinea,Conakry,FZ-E,,3/26/2018,,,,,,
46459,VG 09 K 0231.17 V,4/20/2017,Philippinen,Manila,BES,,9/20/2017,,,,,,
46458,VG 09 K 0224.17 V,4/20/2017,Ukraine,Kiew,BES,,5/30/2017,,,,,,
46457,VG 10 K 0448.17 V,4/20/2017,Nordmazedonien,Skopje,FZ-F,§ 36 II,9/20/2019,,,,,,
46456,VG 06 K 0340.17 V,4/19/2017,Syrien,Abu Dhabi,FZ-E,,11/6/2017,,,,,,
46455,VG 06 L 0339.17 V,4/19/2017,Syrien,Abu Dhabi,FZ-E,,11/6/2017,,,,,,
46454,VG 10 K 0442.17 V,4/19/2017,Türkei,Ankara,BES,,7/26/2017,,,,,,
46453,VG 06 K 0330.17 V,4/19/2017,Iran,Teheran,BES,,2/26/2018,,,,,,
46452,VG 10 K 0443.17 V,4/19/2017,Vietnam,Hanoi,BES,,5/29/2017,,,,,,
46451,VG 06 K 0335.17 V,4/19/2017,Kosovo,Pristina,FZ-E,Dt,7/6/2018,,,,,,
46450,VG 09 K 0232.17 V,4/19/2017,Kosovo,Pristina,EWT,§ 26 II BV,6/7/2018,,,,,,
46449,VG 06 K 0334.17 V,4/19/2017,Libanon,Beirut,FZ-E/K,,10/2/2019,,,OVG 03 M 066.18,3/13/2019,,
46448,VG 09 K 0225.17 V,4/19/2017,Türkei,Ankara,BES,,5/11/2017,,,,,,
46447,VG 06 K 0333.17 V,4/19/2017,Kasachstan,Almaty,BES,VK,11/1/2017,,,,,,
46446,VG 09 K 0222.17 V,4/19/2017,Nordmazedonien,Skopje,FZ-E,UT,5/29/2018,,,,,,
46445,VG 10 K 0428.17 V,4/19/2017,Syrien,Beirut,FZ-E/K,LU,9/2/2019,,,,,,
46444,VG 09 K 0223.17 V,4/19/2017,Syrien,Kairo,FZ-E/K,LU,11/29/2019,,,,,,
46443,VG 09 K 0221.17 V,4/19/2017,Irak,Amman,FZ-K,,9/17/2018,,,,,,
46443,VG 09 K 0221.17 V,4/19/2017,Irak,Amman,FZ-K,,10/15/2018,,,,,,
46442,VG 05 K 0193.17 V,4/19/2017,Türkei,Istanbul,FZ-E,SE,5/13/2017,,,,,,
46441,VG 05 K 0204.17 V,4/19/2017,Serbien,Belgrad,FZ-E,,4/20/2018,,,,,,
46440,VG 05 K 0201.17 V,4/19/2017,Türkei,Istanbul,BES,,5/8/2018,,,,,,
46439,VG 06 K 0341.17 V,4/19/2017,Türkei,Ankara,FZ-E,SE,7/4/2018,,,,,,
46438,VG 05 K 0199.17 V,4/19/2017,Thailand,Bangkok,SPR,,7/25/2018,,,OVG 02 M 003.18,4/16/2018,,
46437,VG 06 K 0332.17 V,4/19/2017,Vietnam,Hanoi,STU,,3/22/2018,,,,,,
46436,VG 09 K 0220.17 V,4/18/2017,Vietnam,Hanoi,BES,,6/22/2017,,,,,,
46435,VG 08 K 0175.17 V,4/18/2017,Indien,New Delhi,BES,,9/1/2017,OVG 12 N 095.17,12/18/2018,,,,
46434,VG 08 K 0179.17 V,4/18/2017,Albanien,Tirana,EWT,§ 26 II BV,5/23/2018,,,,,,
46433,VG 05 K 0198.17 V,4/18/2017,Thailand,Bangkok,SPR,,1/30/2018,,,,,,
46432,VG 05 K 0194.17 V,4/18/2017,Kosovo,Pristina,EWT,§ 26 II BV,1/8/2019,,,,,,
46431,VG 10 K 0410.17 V,4/18/2017,Indien,New Delhi,BES,,10/19/2018,,,,,,
46430,VG 11 K 0239.17 V,4/13/2017,Irak,Erbil,FZ-K,,10/2/2017,,,,,,
46429,VG 11 L 0238.17 V,4/13/2017,Irak,Erbil,FZ-K,,4/24/2017,,,,,,
46428,VG 33 K 0388.17 V,4/13/2017,Kenia,Nairobi,FZ-E,UT,7/10/2018,,,,,,
46427,VG 05 K 0192.17 V,4/13/2017,Eritrea,Khartoum,FZ-F,§ 36 II,12/12/2017,,,,,,
46426,VG 18 V 0032.08 V,4/12/2017,Türkei,Izmir,BES,,6/20/2017,OVG 11 B 003.12,,OVG 12 M 034.17,,,
46425,VG 07 K 0271.17 V,4/12/2017,Bosnien und Herzegowina,Sarajewo,FZ-E,,2/16/2018,,,,,,
46424,VG 07 K 0274.17 V,4/12/2017,Syrien,Kairo,FZ-E,,11/14/2017,,,,,,
46423,VG 07 K 0275.17 V,4/12/2017,Syrien,Kairo,FZ-K,,11/14/2017,,,,,,
46422,VG 07 K 0273.17 V,4/12/2017,Syrien,Kairo,FZ-K,,6/22/2018,,,,,,
46421,VG 07 K 0277.17 V,4/12/2017,Irak,Bagdad,BES,,12/29/2017,,,,,,
46420,VG 07 K 0276.17 V,4/12/2017,Usbekistan,Taschkent,FZ-F,§ 36 II,6/4/2018,,,,,,
46419,VG 10 L 0394.17 V,4/12/2017,Irak,Ankara,FZ-F,,4/25/2017,,,,,,
46418,VG 08 K 0185.17 V,4/11/2017,Syrien,Kairo,FZ-K,SUB,6/28/2017,,,,,,
46417,VG 08 L 0184.17 V,4/11/2017,Syrien,Kairo,FZ-F,SUB,5/31/2017,,,,,,
46416,VG 07 K 0266.17 V,4/11/2017,Syrien,Riad,BES,,6/25/2018,,,,,,
46415,VG 07 K 0267.17 V,4/11/2017,Kenia,Nairobi,FZ-K,,7/4/2018,,,,,,
46414,VG 04 K 0180.17 V,4/11/2017,Ghana,Accra,BES,,9/18/2017,,,,,,
46413,VG 04 K 0179.17 V,4/11/2017,Syrien,Abu Dhabi,FZ-E,,5/25/2018,,,,,,
46412,VG 03 K 0422.17 V,4/10/2017,Afghanistan,Kabul,FZ-E,,10/10/2017,,,,,,
46411,VG 03 K 0424.17 V,4/10/2017,Pakistan,Islamabad,FZ-E/K,,8/7/2018,,,,,,
46410,VG 19 K 0390.17 V,4/10/2017,Syrien,Beirut,SON,,12/19/2018,,,,,,
46409,VG 04 K 0186.17 V,4/10/2017,Syrien,Algier,FZ-K,SUB,2/5/2018,,,,,,
46408,VG 14 K 0316.17 V,4/10/2017,Nigeria,Lagos,BES,,3/19/2018,,,OVG 3 M 130.17,12/19/2017,,
46407,VG 14 K 0325.17 V,4/10/2017,Libanon,Beirut,FZ-E/K,,9/21/2018,,,,,,
46406,VG 04 K 0181.17 V,4/10/2017,Pakistan,Islamabad,STU,,,,,,,,
46405,VG 33 L 0416.17 V,4/10/2017,Syrien,Istanbul,SON,,5/5/2017,,,,,,
46404,VG 04 K 0183.17 V,4/7/2017,Marokko,Rabat,BES,,10/19/2017,,,,,,
46403,VG 14 K 0319.17 V,4/7/2017,Somalia,Nairobi,FZ-E,,5/30/2018,,,,,,
46402,VG 14 K 0315.17 V,4/7/2017,Nigeria,Lagos,BES,,5/24/2017,,,,,,
46401,VG 24 K 0615.17 V,4/7/2017,Vietnam,Hanoi,FZ-E,SE,4/11/2018,,,,,,
46400,VG 14 K 0321.17 V,4/7/2017,Togo,Abidjan,FZ-K,,2/13/2018,,,,,,
46399,VG 07 L 0270.17 V,4/6/2017,Irak,Ankara,FZ-F,§ 36 I,4/7/2017,,,,,,
46398,VG 04 K 0182.17 V,4/6/2017,Philippinen,Riad,FZ-E/K,,1/25/2018,,,,,,
